SMILES,Predicted_KIBA_Score,PubChem_CID,Rank
"Cc1nc2cncc(-n3c(=O)[nH]c4cc(sc4c3=O)-c3ccccc3Cl)c2o1 |(1.18,7.03,;1.95,5.7,;3.48,5.54,;3.8,4.03,;5.13,3.26,;5.13,1.72,;3.8,.95,;2.47,1.72,;1.13,.95,;-.2,1.72,;-.2,3.26,;-1.54,.95,;-1.54,-.59,;-2.68,-1.62,;-2.05,-3.03,;-.52,-2.87,;-.2,-1.36,;1.13,-.59,;2.47,-1.36,;-2.82,-4.36,;-4.36,-4.36,;-5.13,-5.7,;-4.36,-7.03,;-2.82,-7.03,;-2.05,-5.7,;-.51,-5.7,;2.47,3.26,;1.32,4.29,)|",11.452574,171903051.0,5490
N#CCn1c(N2CC3(CCCO3)C2)c(-c2ccc(F)c(Cl)c2)c(=O)n(-c2cncc(Cl)c2)c1=O,11.452562,176510498.0,5491
Fc1cncc(CN(C(=O)Cc2cncc3ccccc23)c2ccc(cc2)C2CNC2)c1,11.452526,,5492
Clc1ccc2CNC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,11.452498,156906352.0,5493
COc1c(cc(c2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)c(c12)C(F)(F)F)C(F)(F)F)C(F)(F)F,11.45249,162396415.0,5494
C#CCNC(=O)CNC(=O)CN(C1CCN([C@H](C)c2cccc3ccccc23)CC1)S(=O)(=O)N1CCCC1,11.452472,168940038.0,5495
"Cc1ccc(cc1-c1cc2n(CCC#N)c(=O)n(-c3cncc4ccccc34)c(=O)c2s1)C#N |(1.03,-5.35,;-.51,-5.35,;-1.28,-6.68,;-2.82,-6.68,;-3.59,-5.35,;-2.82,-4.02,;-1.28,-4.02,;-.51,-2.68,;-1.14,-1.28,;0,-.25,;0,1.29,;-1.33,2.06,;-2.66,1.29,;-4,2.06,;-5.33,2.83,;1.34,2.06,;1.34,3.6,;2.67,1.29,;4.01,2.06,;5.34,1.29,;6.67,2.06,;6.67,3.6,;5.34,4.37,;5.34,5.91,;4.01,6.68,;2.67,5.91,;2.67,4.37,;4.01,3.6,;2.67,-.25,;4.01,-1.02,;1.34,-1.02,;1.02,-2.52,;-5.13,-5.35,;-6.67,-5.35,)|",11.45244,171903354.0,5496
C[C@@H](NC(=O)c1cc(NC2CNC2)ncc1C)c1cccc2ccccc12,11.452412,156907279.0,5497
N#CCn1c(N2CCC(F)(F)CC2)c(-c2cc(F)c(F)c(F)c2)c(=O)n(-c2cncc(Cl)c2)c1=O,11.452388,176510767.0,5498
Cn1nc(nc2c1cc(=O)n(C)c2=O)-c1ccc(cc1)C(F)(F)F,11.452378,171358587.0,5499
Fc1cc(C(=O)N2CCOCC2)c(N2CC[C@H](C2)NC(=O)c2cc(=O)[nH]c3c(F)cc(F)cc23)c(c1)C(F)(F)F |r|,11.452376,171918853.0,5500
CC(C)(C)c1ccc(cc1)N1N=C(\C(=C\c2ccc(o2)-c2cc(Cl)ccc2C(O)=O)C1=O)c1ccccc1 |c:12|,11.452371,127043642.0,5501
"COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cncc5cccc(Cl)c45)c(=O)c3s2)c(Cl)cc1F |(-6.47,-5.84,;-5.7,-4.51,;-4.16,-4.51,;-3.39,-3.17,;-1.85,-3.17,;-1.08,-1.84,;-1.71,-.43,;-.57,.6,;-.57,2.14,;-1.9,2.91,;-3.22,2.12,;-4.56,2.88,;-5.9,3.63,;.77,2.91,;.77,4.45,;2.1,2.14,;3.56,2.64,;4.71,1.63,;6.17,2.12,;6.47,3.63,;5.32,4.65,;5.62,6.16,;4.46,7.17,;3,6.68,;2.7,5.17,;1.33,5.87,;3.86,4.15,;2.1,.6,;3.41,-.21,;.77,-.17,;.45,-1.68,;-1.08,-4.51,;.46,-4.51,;-1.85,-5.84,;-3.39,-5.84,;-4.16,-7.17,)|",11.45235,171903463.0,5502
Clc1cccc(c1)-c1cc(cn(-c2cccnc2)c1=O)-c1c[nH]c(=O)[nH]c1=O,11.452285,170716828.0,5503
COc1cccc2[nH]c(cc12)C(=O)N[C@H](CC1CC1)C(=O)N[C@]1(CC2CCC1[C@@H]1[C@H]2C(=O)NC1=O)C#N,11.452268,166178109.0,5504
Clc1ccc(cc1)C1C(C(=NN1c1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1)n1ccnc1 |c:10|,11.45226,11840037.0,5505
COc1ccc2cncc(N3CCC4(CN(Cc5ccc(Cl)cc45)S(=O)(=O)CC4(CC4)C#N)C3=O)c2c1,11.452119,169423443.0,5506
"COCCOc1ccc(Cl)c(c1)-c1ccc2c(c1)[nH]c(=O)n(-c1cncc3ccccc13)c2=O |(-9.34,-3.08,;-8,-3.85,;-6.67,-3.08,;-5.33,-3.85,;-4,-3.08,;-2.67,-3.85,;-2.67,-5.39,;-1.33,-6.16,;,-5.39,;1.33,-6.16,;,-3.85,;-1.33,-3.08,;1.33,-3.08,;2.67,-3.85,;4,-3.08,;4,-1.54,;2.67,-.77,;1.33,-1.54,;2.67,.77,;4,1.54,;4,3.08,;5.33,.77,;6.67,1.54,;8,.77,;9.34,1.54,;9.34,3.08,;8,3.85,;8,5.39,;6.67,6.16,;5.33,5.39,;5.33,3.85,;6.67,3.08,;5.33,-.77,;6.67,-1.54,)|",11.452083,171902839.0,5507
O=C(Nc1ccc(cc1)N1CCC1=O)c1cccc(c1)C#Cc1ccccn1,11.45208,168817067.0,5508
Oc1cc(O)cc(Oc2c(O)cc(O)c3Oc4cc(O)cc(O)c4Oc23)c1,11.452074,145937.0,5509
O=C(NC1CCCC1)c1ccc(cc1)C(=O)Nc1cccc(c1)C#Cc1ccccn1,11.452031,168817069.0,5510
CC(C)Cn1cc(NC(=O)N2CCC(C2)c2ccccc2)c2ccccc2c1=O,11.451987,20924505.0,5511
CC(C)Cn1cc(NC(=O)NCC2CCCO2)c2ccccc2c1=O,11.451975,45106663.0,5512
CNC(=O)CN1CC(C(=O)Nc2cncc3cccc(C)c23)c2cc(Cl)ccc2C1=O,11.451969,169423226.0,5513
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C)C(O)=O |r|,11.451967,10169886.0,5514
Fc1cc(Cl)cc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)C2CNC2)c1,11.45187,171770280.0,5515
CC(C)C[C@@H](NC(=O)[C@H](NC(=O)CNc1ccccc1)C(C)C)C(=O)N[C@H](C[C@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,11.451833,162533725.0,5516
CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C2)C(=O)Cc1ccccc1)C(=O)N[C@@H](C[C@H]1CCNC1=O)C=O,11.451811,164603017.0,5517
O=C(N[C@@H](C[C@@H]1CCNC1=O)C#N)[C@H](CC1CC1)NC(=O)c1cc2c(cccc2[nH]1)C1CC1 |r|,11.451778,160198261.0,5518
COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,11.451682,156906333.0,5519
Fc1ccc2C(Cc3cc4ccccc4s3)C(=O)C(=O)c2c1,11.451638,154732723.0,5520
CC1(C)CCN(c2c(-c3ccc(F)c(Cl)c3)c(=O)n(-c3cc4n(c(=O)c3)CCC4)c(=O)n2CC#N)CC1,11.451579,176510630.0,5521
Cc1ncoc1-c1ccc(cc1)N(C(C(=O)NC1CCCCC1)c1cncnc1)C(=O)CCl,11.45145,162533605.0,5522
OC(=O)c1ccccc1-c1ccc(\C=C2/C(=O)N(N=C2c2ccccc2)c2ccccc2)o1 |c:19|,11.4514065,127043645.0,5523
CC(C)(C)C[C@H](NC(=O)c1cc2ccc(Cl)c(Cl)c2[nH]1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N,11.451395,159950897.0,5524
c1cc2c(cc1Br)c(n[nH]2)N,11.451378,817910.0,5525
"FC(F)(F)c1ccc2oc(=O)n(-c3cncc4ccccc34)c(=O)c2c1 |(-7.63,-.02,;-6.29,-.79,;-6.29,-2.33,;-4.96,-1.56,;-4.96,-.02,;-4.96,1.52,;-3.62,2.29,;-2.29,1.52,;-.96,2.29,;.38,1.52,;1.71,2.29,;.38,-.02,;1.71,-.79,;1.71,-2.33,;3.04,-3.1,;4.38,-2.33,;4.38,-.79,;5.71,-.02,;5.71,1.52,;4.38,2.29,;3.04,1.52,;3.04,-.02,;-.96,-.79,;-.96,-2.33,;-2.29,-.02,;-3.62,-.79,)|",11.451376,166594696.0,5526
Cn1cnc2n(C)c(=O)n(CC(=O)Nc3ccc(cc3)S(=O)(=O)Nc3ncccn3)c(=O)c12,11.451376,24395267.0,5527
Cn1ccc2cc(ccc12)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,11.451336,156906597.0,5528
ClCC(=O)N(C(C(=O)N[C@H]1CCOC1)c1cncnc1)c1ccc(cc1)-c1cnco1 |r|,11.451313,162533766.0,5529
NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)[C@@H](F)Cl,11.451231,162680145.0,5530
CC1(C)CCc2c3OC(C)(C)C=Cc3c3occ(-c4ccc(O)c(O)c4)c(=O)c3c2O1,11.451145,,5531
Clc1ccc2cc([nH]c2c1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](CC1CCNC1=O)C#N |r|,11.451088,166611564.0,5532
NS(=O)(=O)c1ccc(CNCC2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1F,11.451019,156906204.0,5533
OC1C[C@H](N(C1)C(=O)CCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)C(O)=O,11.451011,44384859.0,5534
ClCC(=O)N1CC(c2cccc(c2)C#N)c2ccccc2C1,11.450957,154856881.0,5535
CC(C)(C)C[C@H](NC(=O)CC1CC(F)(F)C1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,11.450948,162396381.0,5536
Nc1n[nH]cc1Br,11.450917,140079.0,5537
CCOC(=O)C1CCCNC1,11.450908,98969.0,5538
"FC(F)(F)c1cc(ccn1)-c1cccc(Cl)c1-c1ccc2c(c1)[nH]c(=O)n(-c1cncc3ccccc13)c2=O |(-7.34,.77,;-6,1.54,;-6,3.08,;-7.34,2.31,;-4.67,.77,;-4.67,-.77,;-3.33,-1.54,;-2,-.77,;-2,.77,;-3.33,1.54,;-3.33,-3.08,;-4.67,-3.85,;-4.67,-5.39,;-3.33,-6.16,;-2,-5.39,;-.67,-6.16,;-2,-3.85,;-.67,-3.08,;.67,-3.85,;2,-3.08,;2,-1.54,;.67,-.77,;-.67,-1.54,;.67,.77,;2,1.54,;2,3.08,;3.33,.77,;4.67,1.54,;6,.77,;7.34,1.54,;7.34,3.08,;6,3.85,;6,5.39,;4.67,6.16,;3.33,5.39,;3.33,3.85,;4.67,3.08,;3.33,-.77,;4.67,-1.54,)|",11.450902,171902922.0,5539
"COc1cc(-c2cc3[nH]c(=O)n(-c4cncc5cccnc45)c(=O)c3s2)c(cc1F)C#N |(-6.45,-3.59,;-5.36,-4.68,;-3.82,-4.68,;-3.05,-3.35,;-1.51,-3.35,;-.74,-2.02,;-1.37,-.61,;-.22,.42,;-.22,1.96,;1.11,2.73,;1.11,4.27,;2.45,1.96,;3.78,2.73,;5.11,1.96,;6.45,2.73,;6.45,4.27,;5.11,5.04,;5.11,6.58,;3.78,7.35,;2.45,6.58,;2.45,5.04,;3.78,4.27,;2.45,.42,;3.78,-.35,;1.11,-.35,;.79,-1.86,;-.74,-4.68,;-1.51,-6.02,;-3.05,-6.02,;-3.82,-7.35,;.8,-4.68,;2.34,-4.68,)|",11.450855,171903110.0,5540
FC1(F)CCC(CC1)NC(=O)C(N(C(=O)[C@@H]1CO1)c1ccc(cc1)-c1cnco1)c1cncnc1 |r|,11.450803,162533794.0,5541
c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,11.450783,156596341.0,5542
COC(=O)/C=C/CNC(=O)CNC(=O)[C@H](CN)NC1CCN([C@H](C)c2cccc3ccccc23)CC1,11.450711,168940172.0,5543
COc1ccc(cc1)C(Cc1ccsc1)C(=O)Nc1n[nH]c2ccccc12,11.450676,156907068.0,5544
CC(C)(C)c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,11.450674,172450405.0,5545
Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccc(=O)[nH]2)c1,11.450598,156907103.0,5546
CCOC(=O)[C@@H]1O[C@H]1C(=O)N(CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,11.450384,140470958.0,5547
ClCC(=O)N([C@H](C(=O)NCCc1ccccc1)c1cnccn1)c1ccc(cc1)-c1cnco1 |r|,11.450353,162533616.0,5548
"COc1ccc(Cl)c(c1)-c1cc2[nH]c(=O)n(-c3cncc4ccc(nc34)N3CCOCC3)c(=O)c2s1 |(-5.52,-5.99,;-4.49,-7.14,;-2.98,-6.82,;-1.95,-7.96,;-.45,-7.64,;.03,-6.18,;1.54,-5.86,;-1,-5.03,;-2.51,-5.35,;-.52,-3.57,;-1.43,-2.32,;-.52,-1.08,;-.84,.43,;.3,1.46,;-.02,2.97,;1.77,.98,;2.91,2.02,;4.37,1.54,;5.52,2.57,;5.2,4.08,;3.73,4.55,;3.41,6.06,;1.95,6.53,;.8,5.5,;1.12,4,;2.59,3.52,;-.66,5.98,;-.98,7.49,;-2.44,7.96,;-3.59,6.93,;-3.27,5.43,;-1.8,4.95,;2.09,-.52,;3.55,-1,;.94,-1.55,;.94,-3.09,)|",11.450282,171903037.0,5549
CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N1CCC[C@H]1C(O)=O,11.450207,44376644.0,5550
COc1ccc(cc1)N1N=C(\C(=C\c2ccc(cc2)C(O)=O)C1=O)c1ccccc1 |c:10|,11.450164,52945913.0,5551
CC1(C(=O)Nc2cncc3ccccc23)C(=O)Nc2ccc(Cl)cc12,11.45006,156906652.0,5552
C[C@@H](NC(=O)c1cc(NC2CNC2)ccc1C)c1cccc(c1)-c1ccc(CN2CCNCC2)s1,11.45002,156907313.0,5553
C[C@](N(C(=O)[C@H](F)Cl)c1ccc(OC(F)(F)C(F)(F)F)cc1)(C(=O)NC1CCOCC1)c1cncnc1 |r|,11.449944,168511486.0,5554
"COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(N)C#N |r,w:30.33|",11.449905,162466459.0,5555
"CC1(CC2(C1)NC(=O)N(C2=O)c1cncc2ccccc12)c1ccccc1Cl |(-.67,4.33,;-.27,2.84,;-.51,1.32,;1.01,1.09,;1.26,2.61,;2.55,1.09,;3.03,-.38,;4.5,-.85,;1.78,-1.28,;.54,-.38,;-.93,-.85,;1.78,-2.82,;3.12,-3.59,;3.12,-5.13,;1.78,-5.9,;.45,-5.13,;-.88,-5.9,;-2.22,-5.13,;-2.22,-3.59,;-.88,-2.82,;.45,-3.59,;-1.68,3.47,;-2.93,2.56,;-4.33,3.19,;-4.5,4.72,;-3.25,5.63,;-1.84,5,;-.6,5.9,)|",11.449859,166098709.0,5556
COc1ccc(c(c1)[N+]([O-])=O)S(=O)(=O)NCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,11.449818,,5557
CC(C)C[C@H](NC(=O)OCC1CN(C1)C(=O)C1CC2CCC1C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C=O,11.449779,164603046.0,5558
N#CCn1c(N2CC(OC(F)F)C2)c(-c2ccc(F)c(Cl)c2)c(=O)n(-c2cncc(C(F)F)n2)c1=O,11.449766,176510799.0,5559
C[C@@H]1CN(C(=O)c2cc(Br)cc([N+](=O)[O-])c2N[C@@H]2CCCC[C@@H]2NC(=O)c2cc(=O)[nH]c3ccccc23)C[C@H](C)O1,11.449676,175680650.0,5560
COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cncc(Br)c4)c(=O)c3s2)c(Cl)cc1F,11.449664,171903542.0,5561
CC(C)(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,11.449639,172462132.0,5562
CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)c1cc(C)on1)C(C)C |w:5.4|,11.449639,162533907.0,5563
"Clc1cc(Cl)c(c2CCOc12)-c1cc2[nH]c(=O)n(-c3cncc4ccccc34)c(=O)c2s1 |(-4.3,-7.35,;-3.53,-6.02,;-1.99,-6.02,;-1.22,-4.68,;.32,-4.68,;-1.99,-3.35,;-3.53,-3.35,;-4.56,-2.21,;-5.97,-2.83,;-5.81,-4.36,;-4.3,-4.68,;-1.22,-2.02,;-1.85,-.61,;-.7,.42,;-.7,1.96,;.63,2.73,;.63,4.27,;1.97,1.96,;3.3,2.73,;4.63,1.96,;5.97,2.73,;5.97,4.27,;4.63,5.04,;4.63,6.58,;3.3,7.35,;1.97,6.58,;1.97,5.04,;3.3,4.27,;1.97,.42,;3.3,-.35,;.63,-.35,;.31,-1.86,)|",11.449564,171903195.0,5564
O[C@H](CNC(=O)c1cc(NC(=O)C=C)ccc1O)c1ccc2ccccc2c1,11.449521,156907242.0,5565
COC(=O)/C=C/CNC(=O)CNC(=O)CN(C(C)=O)C1CCN(C(C)c2cccc3ccccc23)CC1,11.449312,168940183.0,5566
"COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC1CC1)C(=O)N[C@]1(C[C@H]2CC[C@H]1[C@@H]1[C@H]2C(=O)NC1=O)C#N |r,TLB:30:29:22.23:25.26,33:28:22.23:25.26|",11.449304,162396278.0,5567
Cc1cccc(c1)C1CN(Cc2ccccc12)C(=O)CCl,11.449269,154856884.0,5568
O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)-c1ccc[nH]c1=O,11.449226,156027216.0,5569
"C[C@@H]1C[C@@H]2[C@@](C)(CC[C@]3(C)C4=CC=C5C(C)=C(O)C(=O)C=C5[C@]4(C)CC[C@@]23C)CC1=O |c:20,t:10,12,15|",11.449128,101520.0,5570
Cn1ccc(CN2CC(C(=O)Nc3cncc4ccc(F)cc34)c3cc(Cl)ccc3C2)n1,11.449111,156906211.0,5571
Cn1cc2cc(\N=c3/[nH]c(=O)n(Cc4cn(CCCC(=O)Nc5cccc6C(=O)N(C7CCC(=O)NC7=O)C(=O)c56)nn4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,11.44911,166611733.0,5572
NC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,11.44909,169423219.0,5573
COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.448974,163372708.0,5574
CN(C)c1ncc(cn1)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,11.448816,156906469.0,5575
Cc1ccc(cc1C(=O)N[C@H](C)c2cccc3c2cccc3)NC(=O)C=C,11.44878,146681430.0,5576
"Clc1ccccc1-c1cc2[nH]c(=O)n(-c3cncc4ncccc34)c(=O)c2s1 |(-.51,-5.35,;-2.05,-5.35,;-2.82,-6.68,;-4.36,-6.68,;-5.13,-5.35,;-4.36,-4.02,;-2.82,-4.02,;-2.05,-2.68,;-2.68,-1.28,;-1.54,-.25,;-1.54,1.29,;-.2,2.06,;-.2,3.6,;1.13,1.29,;2.47,2.06,;3.8,1.29,;5.13,2.06,;5.13,3.6,;3.8,4.37,;3.8,5.91,;2.47,6.68,;1.13,5.91,;1.13,4.37,;2.47,3.6,;1.13,-.25,;2.47,-1.02,;-.2,-1.02,;-.52,-2.52,)|",11.448723,171902726.0,5577
CC(C)Cn1cc(NC(=O)NCc2ccc3OCOc3c2)c2ccccc2c1=O,11.448711,20924458.0,5578
Cn1cc(CN2CC(C(=O)Nc3cncc4ccc(F)cc34)c3cc(Cl)ccc3C2)nn1,11.448705,156906249.0,5579
CC1(c2ccc(F)c(Cl)c2)CN(CC#N)C(=O)N(c2cncc(Cl)c2)C1=O,11.448684,176510703.0,5580
CC(C)[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O |r|,11.448682,15959316.0,5581
COc1cc(-c2cc3[nH]c(=O)n(-c4cncc(Cl)c4)c(=O)c3s2)c(Cl)cc1F,11.448677,171903259.0,5582
"CC(C)(C)C1CC2(C1)NC(=O)N(C2=O)c1cncc(F)c1 |(3.32,-4.17,;3.94,-2.76,;5.48,-2.6,;4.85,-4.01,;3.04,-1.52,;1.52,-1.28,;1.76,.25,;3.28,.01,;2.23,1.71,;.99,2.62,;.99,4.16,;-.26,1.71,;.22,.25,;-.69,-1,;-1.72,2.19,;-2.04,3.69,;-3.51,4.17,;-4.65,3.14,;-4.33,1.63,;-5.48,.6,;-2.87,1.16,)|",11.448649,166098708.0,5583
"Clc1ccccc1-c1cc2[nH]c(=O)n(-c3cnccc3C3CCOCC3)c(=O)c2s1 |(-.91,-5.77,;-2.45,-5.77,;-3.22,-7.11,;-4.76,-7.11,;-5.53,-5.77,;-4.76,-4.44,;-3.22,-4.44,;-2.45,-3.11,;-3.08,-1.7,;-1.94,-.67,;-1.94,.87,;-.6,1.64,;-.6,3.18,;.73,.87,;2.87,2.1,;4.2,1.33,;5.53,2.1,;5.53,3.64,;4.2,4.41,;2.87,3.64,;1.78,4.59,;.33,4.08,;-.84,5.07,;-.56,6.59,;.89,7.11,;2.06,6.11,;.73,-.67,;2.07,-1.44,;-.6,-1.44,;-.92,-2.94,)|",11.448623,171902730.0,5584
Cn1cc2cc(c(cc2n1)Cl)NC3=NC(=O)N(C(=O)N3Cc4cc(c(cc4F)F)F)Cc5ncn(n5)C,11.448585,170795177.0,5585
"COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cncc5cccc(F)c45)c(=O)c3s2)c(Cl)cc1F |(-2.73,-11.26,;-1.96,-12.59,;-.42,-12.59,;.35,-11.26,;1.89,-11.26,;2.66,-9.92,;2.03,-8.52,;3.18,-7.49,;3.18,-5.95,;1.85,-5.18,;.51,-5.95,;-.82,-5.18,;-2.16,-4.41,;4.51,-5.18,;4.51,-3.64,;5.85,-5.95,;7.33,-5.55,;8.42,-6.64,;9.91,-6.24,;10.31,-4.75,;9.22,-3.66,;9.62,-2.17,;8.53,-1.09,;7.04,-1.48,;6.64,-2.97,;5.16,-3.37,;7.73,-4.06,;5.85,-7.49,;7.18,-8.26,;4.51,-8.26,;4.19,-9.76,;2.66,-12.59,;4.2,-12.59,;1.89,-13.92,;.35,-13.92,;-.42,-15.26,)|",11.448514,171903443.0,5586
CC(=O)OCC1Cc2c(cccc2-c2c(O)ccc(C)c12)-c1ncccn1,11.4485,168270585.0,5587
COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC#C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,11.448472,162396193.0,5588
CC(C)C[C@H](NC(=O)C[C@@](C)(O)c1ccc(Cl)cc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N |r|,11.4484625,162396233.0,5589
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CCC[C@@H]2C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,11.448457,171345940.0,5590
COc1ccc(CNC(=O)C2CCN(Cc3cccc4ccccc34)CC2)cc1,11.448428,,5591
COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cnc(F)c(C)c4)c(=O)c3s2)c(cc1F)C#N,11.448395,171903324.0,5592
C[C@H](NC(=O)[C@H](N(C(=O)C(Br)Br)c1ccc(cc1)-c1ccccc1)c1cccnc1)c1ccc(Br)cc1 |r|,11.448319,162396349.0,5593
CNC(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2s1,11.448269,156906264.0,5594
CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O,11.448221,172449796.0,5595
"Cc1nnc(o1)-c1cccc(c1)-c1ccc2c(c1)[nH]c(=O)n(-c1cncc3ccccc13)c2=O |(-8.65,-2.72,;-7.12,-2.56,;-6.35,-1.23,;-4.84,-1.55,;-4.68,-3.08,;-6.09,-3.71,;-3.35,-3.85,;-3.35,-5.39,;-2.02,-6.16,;-.68,-5.39,;-.68,-3.85,;-2.02,-3.08,;.65,-3.08,;1.98,-3.85,;3.32,-3.08,;3.32,-1.54,;1.98,-.77,;.65,-1.54,;1.98,.77,;3.32,1.54,;3.32,3.08,;4.65,.77,;5.99,1.54,;7.32,.77,;8.65,1.54,;8.65,3.08,;7.32,3.85,;7.32,5.39,;5.99,6.16,;4.65,5.39,;4.65,3.85,;5.99,3.08,;4.65,-.77,;5.99,-1.54,)|",11.448155,171902634.0,5596
FC(F)(F)Oc1ccc(N([C@@H](C(=O)NC2CCCCC2)c2cccnc2)C(=O)CCl)c(c1)C#N |r|,11.44808,162533674.0,5597
Clc1ccc2C(=O)NCC(C(=O)Nc3cncc4ccccc34)c2c1,11.448071,156906971.0,5598
CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,11.448034,44364646.0,5599
"Cn1cncc1-c1cccc(Cl)c1-c1cc2[nH]c(=O)n(-c3cncc4ccccc34)c(=O)c2s1 |(-6.36,-3.93,;-5.45,-2.68,;-5.93,-1.22,;-4.68,-.31,;-3.43,-1.22,;-3.91,-2.68,;-3.14,-4.02,;-3.91,-5.35,;-3.14,-6.68,;-1.6,-6.68,;-.83,-5.35,;.71,-5.35,;-1.6,-4.02,;-.83,-2.68,;-1.46,-1.28,;-.31,-.25,;-.31,1.29,;1.02,2.06,;1.02,3.6,;2.35,1.29,;3.69,2.06,;5.02,1.29,;6.36,2.06,;6.36,3.6,;5.02,4.37,;5.02,5.91,;3.69,6.68,;2.35,5.91,;2.35,4.37,;3.69,3.6,;2.35,-.25,;3.69,-1.02,;1.02,-1.02,;.7,-2.52,)|",11.447968,171903092.0,5600
CCCOc1cc(Cl)cc(-c2c(N3Cc4ccccc4C3)n(CC#N)c(=O)n(-c3cncc(C)c3)c2=O)c1,11.447923,176510518.0,5601
CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O |r|,11.447859,162685276.0,5602
Fc1cccc2c(cc(=O)[nH]c12)C(=O)N[C@H]1CCN(C1)c1c(cc(Br)cc1C(F)(F)F)C(=O)N1CCOCC1 |r|,11.447852,171918862.0,5603
CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C |r|,11.4478245,15956553.0,5604
CC(C)CC[C@H](N(C)C(=O)OCc1ccccc1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc21,11.4477215,165414322.0,5605
CN([C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21)C(=O)C(=O)NC1CC1,11.447699,165112195.0,5606
