SMILES,Predicted_KIBA_Score,PubChem_CID,Rank
CNc1cncc(C(=O)N2CCC[C@@H](Nc3c(C(=O)N4CC5CCC(C4)O5)cc(Br)cc3[N+](=O)[O-])C2)c1,11.58114,175680788.0,2441
CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1,11.581043,10296883.0,2442
COc1cccc2[nH]c(cc12)C(=O)NC(CC(C)C)C(=O)NC(CC1CCNC1=O)C(=O)COC(C)=O,11.581005,72997615.0,2443
[O-][N+](=O)c1ccccc1SCc1nnc(S)n1CC=C,11.581003,2807230.0,2444
CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c2cccc(c2)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)c2cc(Cl)cc(Cl)c2C1 |r|,11.580873,71587953.0,2445
CNc1cncc(C(=O)N2C[C@H](Nc3c(C(=O)N4C[C@@H](C)O[C@@H](C)C4)cc(Br)cc3[N+](=O)[O-])C[C@H]2C(=O)NC2CCN(CCOC)CC2(F)F)c1,11.580778,171773906.0,2446
"O=C1N(Cc2ccccn2)C2(CC(C2)C2CCC2)C(=O)N1c1cncc2ccccc12 |(-1.8,.83,;-.34,.35,;.14,-1.11,;-.77,-2.36,;-2.31,-2.36,;-3.08,-3.69,;-4.62,-3.69,;-5.39,-2.36,;-4.62,-1.02,;-3.08,-1.02,;1.68,-1.11,;1.44,-2.63,;2.96,-2.87,;3.2,-1.35,;3.86,-4.12,;3.62,-5.64,;5.14,-5.88,;5.39,-4.36,;2.16,.35,;3.62,.83,;.91,1.26,;.91,2.8,;2.24,3.57,;2.24,5.11,;.91,5.88,;-.42,5.11,;-1.76,5.88,;-3.09,5.11,;-3.09,3.57,;-1.76,2.8,;-.42,3.57,)|",11.580778,166098603.0,2447
CC(C)[C@H](NC(=O)c1ccc(F)c(F)c1)C(=O)N(C)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.580682,164885534.0,2448
N#CCn1c(N2CC(C(F)(F)F)C2)c(-c2ccc(F)c(Cl)c2)c(=O)n(-c2cncc(F)c2)c1=O,11.580556,176510738.0,2449
"COc1cc(-c2cc3n(CCCC#N)c(=O)n(-c4cncc5ccccc45)c(=O)c3s2)c(Cl)cc1F |(-5.94,-3.35,;-5.17,-4.68,;-3.63,-4.68,;-2.86,-3.35,;-1.32,-3.35,;-.55,-2.01,;-1.18,-.61,;-.04,.42,;-.04,1.96,;-1.37,2.73,;-2.7,1.96,;-4.04,2.73,;-5.37,1.96,;-6.7,1.19,;1.3,2.73,;1.3,4.27,;2.63,1.96,;3.97,2.73,;5.26,1.9,;6.63,2.6,;6.7,4.14,;5.41,4.98,;5.42,6.52,;4.07,7.35,;2.7,6.64,;2.68,5.11,;4.04,4.27,;2.63,.42,;3.97,-.35,;1.3,-.35,;.98,-1.85,;-.55,-4.68,;.99,-4.68,;-1.32,-6.02,;-2.86,-6.02,;-3.63,-7.35,)|",11.580534,171903208.0,2450
CC(C)(C)c1ccc(cc1)N(C(C(=O)NC1CCCCC1)c1cccnc1)S(=O)(=O)C=C,11.580519,166627163.0,2451
CNc1cncc(C(=O)N2C[C@H](Nc3c(C(=O)N4C[C@@H](C)O[C@@H](C)C4)cc(Br)cc3[N+](=O)[O-])C[C@H]2C(=O)Nc2nn(C)cc2Br)c1,11.580504,171773908.0,2452
CCOc1ccc(cc1)C(=O)c1ccc(O)c(O)c1O,11.580382,6708739.0,2453
OCC(Br)(CO)[N+]([O-])=O,11.580379,2450.0,2454
Clc1ccc2N(Cc3ncc[nH]3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,11.580341,156906861.0,2455
CNc1cncc(C(=O)N2C[C@H](Nc3c(C(=O)N4C[C@@H](C)O[C@H](C)C4)cc(Br)cc3[N+](=O)[O-])C(F)(F)C2)c1,11.580328,175680722.0,2456
Fc1cccc2c(cc(=O)[nH]c12)C(=O)N[C@@H]1CCN(C1)c1c(cc(cc1C(F)(F)F)C#N)C(=O)N1CCNC(=O)C1 |r|,11.5802555,171918842.0,2457
CC(C)(F)C[C@H](NC(=O)c1cc2c(F)ccc(F)c2[nH]1)C(=O)N1C[C@]2(C[C@H]1C#C)C(=O)Nc1ccccc21 |r|,11.580209,169718434.0,2458
Clc1ccc2OCCC(CC(=O)N3CCCC3Cn3ccnc3)(C(=O)Nc3cncc4ccccc34)c2c1,11.580174,156906573.0,2459
CC(C)C[C@H](N(C)C(=O)CC(=O)N[C@H](C)CO)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21 |r|,11.580161,169818936.0,2460
CC(C)(CO)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,11.580138,162396448.0,2461
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,11.580129,4477.0,2462
O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,11.58012,154856929.0,2463
CC(C)OC(=O)NC(C(=O)N1CCC[C@H]1C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21)C(C)(C)C,11.580099,164885487.0,2464
COC(=O)/C=C/CNC(=O)CNC(=O)CN(C1CCN([C@H](C)c2cccc3ccccc23)CC1)S(N)(=O)=O,11.5800705,168940149.0,2465
OC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@@H](S)Cc1ccccc1,11.579923,44376705.0,2466
COc1ccc(OCC(=O)N[C@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C[C@H]2CCNC2=O)C(=O)c2ncc(s2)-c2ccc(OC)cc2)cc1,11.579918,162533897.0,2467
CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CSCc3cc(CSC[C@H](NC(=O)[C@H](CO)NC1=O)C(=O)NCC(N)=O)cc(CSC[C@H](NC(=O)[C@H](C)N)C(=O)NCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N2)c3)C(C)C |r|,11.579897,52944043.0,2468
CC1(C)[C@@H](N2[C@@H]([C@H](NC(=O)COc3ccccc3)C2=O)S1(=O)=O)C(=O)OCC#N,11.579869,168284969.0,2469
CNC(=O)[C@@H]1C[C@@H](Nc2c(C(=O)N3C[C@@H](C)O[C@@H](C)C3)cc(Br)cc2[N+](=O)[O-])CN1C(=O)c1cncc(NC)c1,11.579863,175680879.0,2470
C[C@H](NC(=O)C(N(C(=O)c1ccco1)c1ccc(cc1)-c1cccs1)c1cccnc1)c1ccccc1,11.5798,167098838.0,2471
CNc1cncc(C(=O)N2CCC[C@@H](Nc3c(C(=O)N4C[C@@H]5C[C@H]4CO5)cc(Br)cc3[N+](=O)[O-])C2)c1,11.579785,175680810.0,2472
"COc1cc(-c2cc3[nH]c(=O)n(-c4cncc5c(F)cccc45)c(=O)c3s2)c(Cl)cc1F |(-6.29,-3.35,;-5.52,-4.68,;-3.98,-4.68,;-3.21,-3.35,;-1.67,-3.35,;-.9,-2.02,;-1.52,-.61,;-.38,.42,;-.38,1.96,;.95,2.73,;.95,4.27,;2.29,1.96,;3.62,2.73,;4.95,1.96,;6.29,2.73,;6.29,4.27,;4.95,5.04,;4.95,6.58,;6.29,7.35,;3.62,7.35,;2.29,6.58,;2.29,5.04,;3.62,4.27,;2.29,.42,;3.62,-.35,;.95,-.35,;.63,-1.86,;-.9,-4.68,;.64,-4.68,;-1.67,-6.02,;-3.21,-6.02,;-3.98,-7.35,)|",11.579655,171903566.0,2473
CC(C)C[C@H](NC(=O)OC1CCN(CC1)S(C)(=O)=O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O |r|,11.579654,145964710.0,2474
CC(C)C[C@H](N(C)C(=O)c1cc(F)ccc1Cl)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc21,11.579634,165414285.0,2475
Cc1ccccc1CN1C2=NCCN2C2=C(CN(Cc3ccccc3)CC2)C1=O,11.579628,73777259.0,2476
NC1=NC2NC=NC2C(=S)N1,11.579598,91322401.0,2477
COc1cc(Cl)c2[nH]c(cc2c1)C(=O)N1CC2(C[C@@H]1C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N)CCCCC2 |r|,11.57958,166611634.0,2478
COCCN1CCN(CC1)C(=O)c1cc(Br)cc(c1N1CC[C@H](C1)NC(=O)c1cc(=O)[nH]c2c(F)cccc12)C(F)(F)F |r|,11.579451,171918882.0,2479
O=C(Nc1cccc(c1)C#Cc1ccccn1)c1ccc(cc1)-c1ccn[nH]1,11.579408,168817068.0,2480
Ic1ccc2C(Cc3cc4ccccc4s3)C(=O)C(=O)c2c1,11.579023,154732724.0,2481
COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)NN(CCC(N)=O)C(=O)[C@H](F)Cl,11.57897,162680138.0,2482
NC(=N)N1CCc2ccccc2C1,11.5789175,2966.0,2483
[Na+].CC[C@H](C)[C@@H]1NC(=O)[C@H](CC)NC(=O)[C@H](CNC(=O)[C@H](CS([O-])(=O)=O)NC(=O)\C=C\c2csc(n2)[C@H](Cc2ccc(O)cc2)NC(=O)C1=O)NC(=O)[C@H](C)N,11.5789,172676159.0,2484
FC(F)(F)Oc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,11.578881,156906451.0,2485
C[C@H]5CN(C(=O)c1cc(Br)cc(C(F)(F)F)c1N[C@@H]2CCOC[C@@H]2NC(=O)c3cncc4ccccc34)C[C@@H](C)O5,11.578833,169672517.0,2486
CCN(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)S(=O)(=O)c1ccc(C)c(c1)[N+]([O-])=O,11.578802,,2487
CN(C)C(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,11.578787,169423273.0,2488
CN(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,11.578696,154875987.0,2489
Cc1cc(c(cc1Cl)Cl)S(=O)(=O)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],11.578639,2799606.0,2490
Clc1cccc2C(COc12)C(=O)Nc1cncc2ccccc12,11.578566,156906981.0,2491
CC1(C)OB(OC1(C)C)c1cnc(nc1)C#N,11.578449,16414276.0,2492
CC1=C(C1C(=O)NC(Cc1cccc(F)c1)c1nc(no1)-c1ccc(cc1)C(F)(F)F)c1ccccc1,11.578402,171343556.0,2493
C(N1CCCC(C1)c1nc2ccccc2o1)c1cnc2cnccn12,11.578379,166193288.0,2494
"COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cncc5cnn(C)c45)c(=O)c3s2)c(C)cc1F |(-6.36,-3.04,;-5.59,-4.38,;-4.05,-4.38,;-3.28,-3.04,;-1.74,-3.04,;-.97,-1.71,;-1.59,-.3,;-.45,.73,;-.45,2.27,;-1.78,3.04,;-3.11,2.27,;-4.45,3.04,;-5.78,3.81,;.89,3.04,;.89,4.58,;2.22,2.27,;3.55,3.04,;4.81,2.14,;6.21,2.78,;6.36,4.32,;5.1,5.21,;4.93,6.74,;3.42,7.05,;2.66,5.7,;1.13,5.53,;3.7,4.57,;2.22,.73,;3.55,-.04,;.89,-.04,;.57,-1.55,;-.97,-4.38,;.57,-4.38,;-1.74,-5.71,;-3.28,-5.71,;-4.05,-7.05,)|",11.57837,171903213.0,2495
Cc1nc2ccc(NS(=O)(=O)c3cccc4nonc34)cc2o1,11.578342,167778932.0,2496
CC(C)C[C@H](NC(=O)c1c[nH]c2ccccc12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,11.578294,72708469.0,2497
CC(C)c1ccc2Sc3cc(F)ccc3CC(N3CCN(CCO)CC3)c2c1,11.57829,115193.0,2498
CCOC(=O)\C=C\[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)\C=C\c1ccc(cc1)N(C)C |r|,11.578247,11555658.0,2499
CCc1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3,11.578135,156906450.0,2500
CC(C)[C@@H](NC(=O)C(F)(F)F)C(=O)N[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.578135,164885518.0,2501
CN(C)c1ccc(cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(cc1)[N+]([O-])=O,11.578116,11430407.0,2502
O=C(Nc1cccc(c1)C#Cc1ccccn1)c1ccc(cc1)N1CCCOC1=O,11.578036,168817111.0,2503
O=S(=O)(Nc1ccccc1)c1cc2OCOc2cc1OCc1ccccc1,11.5780325,156906344.0,2504
FC(F)(F)CCOc1cc(Cl)cc(c1)C1C=C(C(=O)N(C1=O)c1cccnc1)c1ccccc1C#N,11.577999,155803139.0,2505
Cc1nc2ccc(cc2o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnc[nH]1,11.577991,156906850.0,2506
Clc1ccc2CN(CC3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,11.577977,169423190.0,2507
COC(=O)C(C)NC(=O)C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)c1cccnc1,11.577974,156906508.0,2508
C[C@@](N(C(=O)[C@H](F)Cl)c1ccc(OC(F)(F)Cl)cc1)(C(=O)NC1CCC(F)(F)CC1)c1cncnc1 |r|,11.577956,168511505.0,2509
C#CCNC(=O)CNC(=O)CN(C1CCN(C(C)c2cccc3ccccc23)CC1)S(=O)(=O)N1CCCC1,11.577859,168940162.0,2510
COc1cncc(Cn2[se]c3ccccc3c2=O)c1,11.577808,171355986.0,2511
COC(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.577733,164885453.0,2512
[#6]-[#6](-[#6])-[#6@H](-[#7]-[#6]-c1ccc(cc1)-[#6](-[#7])=[#7])-[#6](=O)-[#6@@H](-[#6]-[#6]-[#6]\[#7]=[#6](\[#7])-[#7])-[#7]S(=O)(=O)[#6]-c1ccccc1 |r|,11.577672,56673694.0,2513
CCOC(=O)Cn1cc(nn1)C(=O)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccc(cc1)C(C)(C)C,11.577614,156906760.0,2514
"CCn1c(C)nc2cncc(-n3c(=O)n(CCC#N)c4cc(sc4c3=O)-c3cc(OC)c(F)cc3Cl)c12 |(1.12,6.88,;1.46,5.38,;2.93,4.93,;3.82,6.18,;3.35,7.65,;5.29,5.72,;5.31,4.18,;6.47,3.17,;6.17,1.66,;4.71,1.16,;3.55,2.18,;2.1,1.67,;.77,2.44,;.77,3.98,;-.57,1.67,;-1.89,2.47,;-3.21,1.69,;-4.55,2.46,;-5.88,3.22,;-.57,.13,;-1.71,-.9,;-1.09,-2.31,;.45,-2.15,;.77,-.64,;2.1,.13,;3.43,-.66,;-1.85,-3.65,;-3.39,-3.65,;-4.16,-4.98,;-5.7,-4.98,;-6.47,-3.65,;-3.39,-6.31,;-4.16,-7.65,;-1.85,-6.31,;-1.08,-4.98,;.46,-4.98,;3.85,3.69,)|",11.577602,171903482.0,2515
CCCCCn1sc2ccccc2c1=O,11.577584,13511085.0,2516
NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,11.577563,162680112.0,2517
CC(C)(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO,11.577517,90737702.0,2518
Cc1cccc2nc(NC3CCN(C3)c3ccc4nncn4n3)sc12,11.577503,166246173.0,2519
C\N=c1/nc(-c2ccc(Cl)cc2)n(s1)-c1ccccc1,11.5775,,2520
CS(=O)(=O)N1CCc2ccc(CN3CCN(CC3)C(=O)CCl)cc2C1,11.577457,154856866.0,2521
CC(C)C[C@@H](NC(=O)[C@H](NC(=O)OCc1ccc(cc1)N(=O)=O)C(C)C)C(=O)N[C@H](C[C@H]1CCNC1=O)C(=O)c1nccs1,11.577429,162533886.0,2522
Cn1cc(NC(=O)N(CC2CCCO2)Cc2ccco2)c2ccccc2c1=O,11.577329,6626084.0,2523
CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(C)cc(C)c1)C(O)=O)C(O)=O |r|,11.577232,24776247.0,2524
CN1CCC(C1)C(=O)NC(C)(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,11.577211,156906683.0,2525
CCCCCCCCCCCCCCCCCCOC[C@H](COP(O)(=O)OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)OC(=O)c1ccccc1,11.577147,,2526
CC(C)C[C@H](N(C)C(=O)C(=O)Nc1cccc2ccccc12)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.577116,165112177.0,2527
CCCCCCCCCCCCCCCCCCOC[C@H](COP(O)(=O)OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)c1ccc2c(N)ncnn12)Oc1cc(OC)c(cc1F)C#N,11.5770035,,2528
Nc1cccc(c1)-c1ccccc1,11.576948,16717.0,2529
NC(=S)N\N=C\c1ccc(o1)-c1ccc(cc1)S(N)(=O)=O,11.576933,9622231.0,2530
O=C(c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCN(C(=O)c2cncc3cc(F)ccc23)C1)N1CCCCC1,11.57691,175680636.0,2531
C[C@](N(C(=O)[C@H](F)Cl)c1ccc(SC(F)(F)F)cc1)(C(=O)NC1CCC(F)(F)CC1)c1cncc(F)c1 |r|,11.57691,168511508.0,2532
"Fc1cc(Cl)c(cc1C#N)-c1cc2[nH]c(=O)n(-c3cncc4ccccc34)c(=O)c2s1 |(-3.59,-7.35,;-2.82,-6.02,;-1.28,-6.02,;-.51,-4.68,;1.03,-4.68,;-1.28,-3.35,;-2.82,-3.35,;-3.59,-4.68,;-5.13,-4.68,;-6.67,-4.68,;-.51,-2.02,;-1.14,-.61,;0,.42,;0,1.96,;1.34,2.73,;1.34,4.27,;2.67,1.96,;4.01,2.73,;5.34,1.96,;6.67,2.73,;6.67,4.27,;5.34,5.04,;5.34,6.58,;4.01,7.35,;2.67,6.58,;2.67,5.04,;4.01,4.27,;2.67,.42,;4.01,-.35,;1.34,-.35,;1.02,-1.86,)|",11.576856,171903194.0,2533
CNc1cncc(C(=O)N2CCC[C@@H](Nc3c(C(=O)N4C[C@H]5C[C@@H]4CO5)cc(Br)cc3[N+](=O)[O-])C2)c1,11.576843,175680809.0,2534
CCc1c(CC(N)=O)c2c(OCC(O)=O)cccn2c1Cc1cccc2ccccc12,11.576744,10669591.0,2535
FC(F)(F)Oc1ccc(N([C@H](C(=O)NC2CCCCC2)c2cccnc2)C(=O)CCl)c(c1)C#N |r|,11.576511,162533676.0,2536
Fc1cccc(CCNC(=O)C(N(C2CCN(C2)c2ccccc2F)C(=O)c2cnc[nH]2)c2cccnc2)c1,11.576503,156906808.0,2537
CC(C)(C)c1cccc(c1)-c1nc2cc(O)c(O)c(O)c2c(=O)[nH]1,11.576411,172457520.0,2538
CNc1cncc(C(=O)N2C[C@H](Nc3c(C(=O)N4CCOC[C@H]4C)cc(Br)cc3[N+](=O)[O-])[C@@H](OC)C2)c1,11.5764065,175680880.0,2539
Cn1nnnc1C1=CCN(CC1)C(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12 |t:7|,11.576389,156906630.0,2540
"COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cnccc4C(F)(F)F)c(=O)c3s2)c(Cl)cc1F |(-6.52,-5.55,;-5.75,-4.22,;-4.21,-4.22,;-3.44,-2.89,;-1.9,-2.89,;-1.13,-1.55,;-1.76,-.15,;-.61,.88,;-.61,2.42,;-1.94,3.19,;-3.28,2.42,;-4.61,3.19,;-5.95,3.96,;.72,3.19,;.72,4.73,;2.06,2.42,;3.54,2.82,;4.63,1.73,;6.12,2.13,;6.52,3.62,;5.43,4.71,;3.94,4.31,;2.85,5.4,;1.52,4.63,;1.76,6.49,;3.25,6.89,;2.06,.88,;3.39,.11,;.72,.11,;.4,-1.39,;-1.13,-4.22,;.41,-4.22,;-1.9,-5.55,;-3.44,-5.55,;-4.21,-6.89,)|",11.576372,171903405.0,2541
CC1CCN(CC1)S(=O)(=O)c1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,11.57634,73057090.0,2542
F[C@H](Cl)C(=O)N([C@H](C(=O)NC1CCC(F)(F)CC1)c1cncnc1)c1ccc(OC(F)(F)F)cc1C#N |r|,11.576293,162533686.0,2543
CNc1cncc(C(=O)N2CCC[C@@H](Nc3c(C(=O)N4C[C@@H](C)C[C@H](C)C4)cc(Br)cc3[N+](=O)[O-])C2)c1,11.576275,175680776.0,2544
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSCCC(=O)N3CN(CN(C3)C(=O)CCSC[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N2)C(=O)CCSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H](C)C(N)=O,11.576251,,2545
CC(C)C[C@H](N(C)C(=O)CS(=O)(=O)Nc1c(C)cccc1C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21 |r|,11.576193,169818751.0,2546
CC(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(N)=O)C2(C)C)C(C)(C)C |r|,11.576174,166156969.0,2547
COC1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,11.576141,156906497.0,2548
CN(C)c1ccc(cc1)C(=O)Cn1nnc2ccccc12,11.576121,15959247.0,2549
COc1cc(Cl)cc2[nH]c(cc12)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N |r|,11.576086,162479377.0,2550
[H][C@]12CN([C@H](C(=O)N[C@@H](C[C@]3([H])CCNC3=O)C=O)[C@@]1([H])C2(C)C)C(=O)COc1ccc(OC)cc1 |r|,11.576022,171358829.0,2551
CC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,11.575998,169423304.0,2552
"CN1CCOc2cc(ccc12)-c1cccc(Cl)c1-c1ccc2c(c1)[nH]c(=O)n(-c1cncc3ccccc13)c2=O |(-2.67,3.85,;-4,3.08,;-5.33,3.85,;-6.67,3.08,;-6.67,1.54,;-5.33,.77,;-5.33,-.77,;-4,-1.54,;-2.67,-.77,;-2.67,.77,;-4,1.54,;-4,-3.08,;-5.33,-3.85,;-5.33,-5.39,;-4,-6.16,;-2.67,-5.39,;-1.33,-6.16,;-2.67,-3.85,;-1.33,-3.08,;,-3.85,;1.33,-3.08,;1.33,-1.54,;,-.77,;-1.33,-1.54,;,.77,;1.33,1.54,;1.33,3.08,;2.67,.77,;4,1.54,;5.33,.77,;6.67,1.54,;6.67,3.08,;5.33,3.85,;5.33,5.39,;4,6.16,;2.67,5.39,;2.67,3.85,;4,3.08,;2.67,-.77,;4,-1.54,)|",11.5759735,171902902.0,2553
COc1cccc(c1)-c1noc(CNC(=O)C2C(C)=C2c2ccccc2)n1,11.575966,171347624.0,2554
CCN1CCC(NC(=O)N[C@@H](C(=O)N[C@H]2[C@@H]3N([C@@H](C(=O)OCc4ccccc4)C(C)(C)S3(=O)=O)C2=O)c2ccccc2)C(=O)C1=O,11.575949,168282588.0,2555
COc1cccc2[nH]c(cc12)C(=O)NC(CC(C)C)C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)c1ccccc1C#N,11.575853,73024995.0,2556
CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,11.575753,169423402.0,2557
C=CS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,11.575716,118704754.0,2558
CC(C)C[C@H](N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.575707,164885440.0,2559
CC1(C)[C@H]2CN(C([C@@H]12)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)C(=O)COc1cc(F)cc(F)c1,11.575675,163407633.0,2560
CC(=O)Nc1cnc(SSc2ccc(Cl)cc2)s1,11.57567,145961074.0,2561
CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@@H](C1)NC(=O)c1nc2CCN(C)Cc2s1,11.575629,10280735.0,2562
CC(C)(c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl)O,11.575624,169408343.0,2563
COc1cc(-c2cc3n(CCC#N)c(=O)n(-c4cncc(c4)N(C)C)c(=O)c3s2)c(Cl)cc1F,11.575614,171903418.0,2564
N#CCn1c(CCC(F)(F)F)c(-c2ccc(F)c(Cl)c2)c(=O)n(-c2cncc(Cl)c2)c1=O,11.575593,176510765.0,2565
Fc1cc(F)cc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)C2CCNC2)c1,11.575569,171770249.0,2566
C[C@](N(C(=O)CCl)c1ccc(cc1)-c1ccno1)(C(=O)NC1CCC(F)(F)CC1)c1cncnc1 |r|,11.575542,162533840.0,2567
Cc1ccc(c(C)c1)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2cc(F)ccc12,11.575468,156907195.0,2568
COc1cccc2[nH]c(cc12)C(=O)N(C)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc21,11.575466,164812249.0,2569
"CS(=O)(=O)N1CC(C1)Nc1ccc2cncc(-n3c(=O)[nH]c4cc(sc4c3=O)-c3ccccc3Cl)c2c1 |(-5.61,3.29,;-4.28,4.06,;-5.05,5.39,;-3.51,2.72,;-2.94,4.83,;-2.55,6.31,;-1.06,5.91,;-1.46,4.43,;.28,6.68,;1.61,5.91,;2.94,6.68,;4.28,5.91,;4.28,4.37,;5.61,3.6,;5.61,2.06,;4.28,1.29,;2.94,2.06,;1.61,1.29,;.28,2.06,;.28,3.6,;-1.06,1.29,;-1.06,-.25,;-2.2,-1.28,;-1.58,-2.68,;-.04,-2.52,;.28,-1.02,;1.61,-.25,;2.94,-1.02,;-2.35,-4.02,;-3.89,-4.02,;-4.66,-5.35,;-3.89,-6.68,;-2.35,-6.68,;-1.58,-5.35,;-.04,-5.35,;2.94,3.6,;1.61,4.37,)|",11.575457,171902994.0,2570
N#CCn1c(N2Cc3ccccc3C2)c(Sc2cc(F)c(F)c(F)c2)c(=O)n(-c2cncc(Cl)c2)c1=O,11.575416,176510463.0,2571
Clc1cccc(c1)[C@@H](NC(=O)[C@H]1CC[C@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,11.575388,169423075.0,2572
